Id,CardId,Quality,Star,AbilityAdd,Sklv,AbilityRatio,Power
104020502,104020,5,2,"{""1"":910,""2"":487,""3"":739,""4"":894,""5"":992,""6"":749,""7"":515,""8"":357,""9"":848,""10"":749}","{""1"":4,""2"":4,""3"":4,""4"":4}","{""1"":223,""2"":182,""3"":206,""4"":221,""5"":204,""6"":202,""7"":187,""8"":197,""9"":196,""10"":202}",724
104020503,104020,5,3,"{""1"":1040,""2"":557,""3"":845,""4"":1021,""5"":1134,""6"":856,""7"":589,""8"":408,""9"":970,""10"":856}","{""1"":5,""2"":4,""3"":4,""4"":4}","{""1"":243,""2"":202,""3"":206,""4"":221,""5"":224,""6"":222,""7"":187,""8"":197,""9"":196,""10"":222}",828
104020504,104020,5,4,"{""1"":1170,""2"":626,""3"":950,""4"":1149,""5"":1275,""6"":963,""7"":662,""8"":459,""9"":1091,""10"":963}","{""1"":5,""2"":5,""3"":4,""4"":4}","{""1"":243,""2"":202,""3"":226,""4"":241,""5"":224,""6"":222,""7"":207,""8"":217,""9"":216,""10"":222}",931
104020505,104020,5,5,"{""1"":1300,""2"":696,""3"":1056,""4"":1277,""5"":1417,""6"":1070,""7"":736,""8"":510,""9"":1212,""10"":1070}","{""1"":5,""2"":5,""3"":5,""4"":4}","{""1"":243,""2"":202,""3"":226,""4"":261,""5"":244,""6"":242,""7"":207,""8"":237,""9"":236,""10"":222}",1034
104020506,104020,5,6,"{""1"":1429,""2"":766,""3"":1162,""4"":1404,""5"":1559,""6"":1177,""7"":810,""8"":561,""9"":1333,""10"":1177}","{""1"":5,""2"":5,""3"":5,""4"":5}","{""1"":263,""2"":222,""3"":246,""4"":261,""5"":244,""6"":242,""7"":227,""8"":237,""9"":236,""10"":242}",1138
104020507,104020,5,7,"{""1"":1559,""2"":835,""3"":1267,""4"":1532,""5"":1700,""6"":1284,""7"":883,""8"":612,""9"":1454,""10"":1284}","{""1"":6,""2"":5,""3"":5,""4"":5}","{""1"":283,""2"":222,""3"":266,""4"":261,""5"":264,""6"":242,""7"":247,""8"":237,""9"":256,""10"":242}",1241
104020508,104020,5,8,"{""1"":1689,""2"":905,""3"":1373,""4"":1659,""5"":1842,""6"":1391,""7"":957,""8"":663,""9"":1576,""10"":1391}","{""1"":6,""2"":6,""3"":5,""4"":5}","{""1"":283,""2"":242,""3"":266,""4"":281,""5"":264,""6"":262,""7"":247,""8"":257,""9"":256,""10"":262}",1345
104020509,104020,5,9,"{""1"":1819,""2"":974,""3"":1478,""4"":1787,""5"":1984,""6"":1498,""7"":1030,""8"":714,""9"":1697,""10"":1498}","{""1"":6,""2"":6,""3"":6,""4"":5}","{""1"":303,""2"":262,""3"":266,""4"":281,""5"":284,""6"":282,""7"":247,""8"":257,""9"":256,""10"":282}",1448
104020510,104020,5,10,"{""1"":1949,""2"":1044,""3"":1584,""4"":1915,""5"":2126,""6"":1605,""7"":1104,""8"":765,""9"":1818,""10"":1605}","{""1"":6,""2"":6,""3"":6,""4"":6}","{""1"":303,""2"":262,""3"":286,""4"":301,""5"":284,""6"":282,""7"":267,""8"":277,""9"":276,""10"":282}",1552
104021401,104021,4,1,"{""1"":56,""2"":38,""3"":64,""4"":66,""5"":74,""6"":53,""7"":26,""8"":34,""9"":66,""10"":53}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":121,""2"":96,""3"":126,""4"":114,""5"":125,""6"":106,""7"":102,""8"":96,""9"":125,""10"":106}",53
104021402,104021,4,2,"{""1"":111,""2"":77,""3"":128,""4"":131,""5"":149,""6"":106,""7"":52,""8"":67,""9"":132,""10"":106}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":121,""2"":111,""3"":126,""4"":129,""5"":125,""6"":121,""7"":102,""8"":111,""9"":125,""10"":121}",106
104021403,104021,4,3,"{""1"":167,""2"":115,""3"":191,""4"":197,""5"":223,""6"":159,""7"":78,""8"":101,""9"":198,""10"":159}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":136,""2"":126,""3"":126,""4"":129,""5"":140,""6"":136,""7"":102,""8"":111,""9"":125,""10"":136}",159
104021404,104021,4,4,"{""1"":223,""2"":154,""3"":255,""4"":262,""5"":297,""6"":212,""7"":104,""8"":134,""9"":264,""10"":212}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":136,""2"":126,""3"":141,""4"":144,""5"":140,""6"":136,""7"":117,""8"":126,""9"":140,""10"":136}",212
104021405,104021,4,5,"{""1"":278,""2"":192,""3"":319,""4"":328,""5"":371,""6"":265,""7"":131,""8"":168,""9"":330,""10"":265}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":136,""2"":126,""3"":141,""4"":159,""5"":155,""6"":151,""7"":117,""8"":141,""9"":155,""10"":136}",265
104021406,104021,4,6,"{""1"":334,""2"":230,""3"":383,""4"":393,""5"":446,""6"":318,""7"":157,""8"":202,""9"":396,""10"":318}","{""1"":3,""2"":2,""3"":2,""4"":2}","{""1"":151,""2"":141,""3"":156,""4"":159,""5"":155,""6"":151,""7"":132,""8"":141,""9"":155,""10"":151}",318
104021407,104021,4,7,"{""1"":390,""2"":269,""3"":447,""4"":459,""5"":520,""6"":371,""7"":183,""8"":235,""9"":462,""10"":371}","{""1"":3,""2"":3,""3"":2,""4"":2}","{""1"":166,""2"":141,""3"":171,""4"":159,""5"":170,""6"":151,""7"":147,""8"":141,""9"":170,""10"":151}",371
104021408,104021,4,8,"{""1"":445,""2"":307,""3"":511,""4"":524,""5"":594,""6"":424,""7"":209,""8"":269,""9"":528,""10"":424}","{""1"":3,""2"":3,""3"":3,""4"":2}","{""1"":166,""2"":156,""3"":171,""4"":174,""5"":170,""6"":166,""7"":147,""8"":156,""9"":170,""10"":166}",424
104021409,104021,4,9,"{""1"":501,""2"":346,""3"":574,""4"":590,""5"":668,""6"":477,""7"":235,""8"":302,""9"":594,""10"":477}","{""1"":3,""2"":3,""3"":3,""4"":3}","{""1"":181,""2"":171,""3"":171,""4"":174,""5"":185,""6"":181,""7"":147,""8"":156,""9"":170,""10"":181}",476
104021410,104021,4,10,"{""1"":557,""2"":384,""3"":638,""4"":656,""5"":743,""6"":530,""7"":261,""8"":336,""9"":660,""10"":530}","{""1"":4,""2"":3,""3"":3,""4"":3}","{""1"":181,""2"":171,""3"":186,""4"":189,""5"":185,""6"":181,""7"":162,""8"":171,""9"":185,""10"":181}",530
104021500,104021,5,0,"{""1"":612,""2"":422,""3"":702,""4"":721,""5"":817,""6"":583,""7"":287,""8"":370,""9"":726,""10"":583}","{""1"":4,""2"":4,""3"":3,""4"":3}","{""1"":181,""2"":171,""3"":201,""4"":204,""5"":200,""6"":181,""7"":162,""8"":171,""9"":185,""10"":181}",582
104021501,104021,5,1,"{""1"":668,""2"":461,""3"":766,""4"":787,""5"":891,""6"":636,""7"":313,""8"":403,""9"":792,""10"":636}","{""1"":4,""2"":4,""3"":4,""4"":3}","{""1"":201,""2"":171,""3"":221,""4"":204,""5"":220,""6"":181,""7"":182,""8"":171,""9"":205,""10"":181}",635
104021502,104021,5,2,"{""1"":779,""2"":538,""3"":894,""4"":918,""5"":1040,""6"":742,""7"":365,""8"":470,""9"":924,""10"":742}","{""1"":4,""2"":4,""3"":4,""4"":4}","{""1"":201,""2"":191,""3"":221,""4"":224,""5"":220,""6"":201,""7"":182,""8"":191,""9"":205,""10"":201}",741
104021503,104021,5,3,"{""1"":890,""2"":614,""3"":1021,""4"":1049,""5"":1188,""6"":848,""7"":418,""8"":538,""9"":1056,""10"":848}","{""1"":5,""2"":4,""3"":4,""4"":4}","{""1"":221,""2"":211,""3"":221,""4"":224,""5"":240,""6"":221,""7"":182,""8"":191,""9"":205,""10"":221}",847
104021504,104021,5,4,"{""1"":1002,""2"":691,""3"":1149,""4"":1180,""5"":1337,""6"":954,""7"":470,""8"":605,""9"":1188,""10"":954}","{""1"":5,""2"":5,""3"":4,""4"":4}","{""1"":221,""2"":211,""3"":241,""4"":244,""5"":240,""6"":221,""7"":202,""8"":211,""9"":225,""10"":221}",953
104021505,104021,5,5,"{""1"":1113,""2"":768,""3"":1277,""4"":1311,""5"":1485,""6"":1060,""7"":522,""8"":672,""9"":1320,""10"":1060}","{""1"":5,""2"":5,""3"":5,""4"":4}","{""1"":221,""2"":211,""3"":241,""4"":264,""5"":260,""6"":241,""7"":202,""8"":231,""9"":245,""10"":221}",1059
104021506,104021,5,6,"{""1"":1224,""2"":845,""3"":1404,""4"":1442,""5"":1634,""6"":1166,""7"":574,""8"":739,""9"":1452,""10"":1166}","{""1"":5,""2"":5,""3"":5,""4"":5}","{""1"":241,""2"":231,""3"":261,""4"":264,""5"":260,""6"":241,""7"":222,""8"":231,""9"":245,""10"":241}",1165
104021507,104021,5,7,"{""1"":1336,""2"":922,""3"":1532,""4"":1573,""5"":1782,""6"":1272,""7"":626,""8"":806,""9"":1584,""10"":1272}","{""1"":6,""2"":5,""3"":5,""4"":5}","{""1"":261,""2"":231,""3"":281,""4"":264,""5"":280,""6"":241,""7"":242,""8"":231,""9"":265,""10"":241}",1271
104021508,104021,5,8,"{""1"":1447,""2"":998,""3"":1659,""4"":1704,""5"":1931,""6"":1378,""7"":679,""8"":874,""9"":1716,""10"":1378}","{""1"":6,""2"":6,""3"":5,""4"":5}","{""1"":261,""2"":251,""3"":281,""4"":284,""5"":280,""6"":261,""7"":242,""8"":251,""9"":265,""10"":261}",1376
104021509,104021,5,9,"{""1"":1558,""2"":1075,""3"":1787,""4"":1835,""5"":2079,""6"":1484,""7"":731,""8"":941,""9"":1848,""10"":1484}","{""1"":6,""2"":6,""3"":6,""4"":5}","{""1"":281,""2"":271,""3"":281,""4"":284,""5"":300,""6"":281,""7"":242,""8"":251,""9"":265,""10"":281}",1482
104021510,104021,5,10,"{""1"":1670,""2"":1152,""3"":1915,""4"":1967,""5"":2228,""6"":1590,""7"":783,""8"":1008,""9"":1980,""10"":1590}","{""1"":6,""2"":6,""3"":6,""4"":6}","{""1"":281,""2"":271,""3"":301,""4"":304,""5"":300,""6"":281,""7"":262,""8"":271,""9"":285,""10"":281}",1588
104022401,104022,4,1,"{""1"":49,""2"":65,""3"":39,""4"":41,""5"":28,""6"":45,""7"":62,""8"":65,""9"":46,""10"":58}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":124,""2"":109,""3"":107,""4"":97,""5"":95,""6"":89,""7"":111,""8"":93,""9"":129,""10"":115}",50
104022402,104022,4,2,"{""1"":98,""2"":131,""3"":78,""4"":82,""5"":56,""6"":89,""7"":125,""8"":130,""9"":91,""10"":115}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":124,""2"":124,""3"":107,""4"":112,""5"":95,""6"":104,""7"":111,""8"":108,""9"":129,""10"":130}",100
104022403,104022,4,3,"{""1"":147,""2"":196,""3"":117,""4"":124,""5"":84,""6"":134,""7"":187,""8"":195,""9"":137,""10"":173}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":139,""2"":139,""3"":107,""4"":112,""5"":110,""6"":119,""7"":111,""8"":108,""9"":129,""10"":145}",149
104022404,104022,4,4,"{""1"":196,""2"":262,""3"":156,""4"":165,""5"":112,""6"":178,""7"":250,""8"":260,""9"":182,""10"":230}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":139,""2"":139,""3"":122,""4"":127,""5"":110,""6"":119,""7"":126,""8"":123,""9"":144,""10"":145}",199
104022405,104022,4,5,"{""1"":245,""2"":327,""3"":196,""4"":206,""5"":140,""6"":223,""7"":312,""8"":326,""9"":228,""10"":288}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":139,""2"":139,""3"":122,""4"":142,""5"":125,""6"":134,""7"":126,""8"":138,""9"":159,""10"":145}",249
104022406,104022,4,6,"{""1"":294,""2"":392,""3"":235,""4"":247,""5"":168,""6"":267,""7"":374,""8"":391,""9"":274,""10"":345}","{""1"":3,""2"":2,""3"":2,""4"":2}","{""1"":154,""2"":154,""3"":137,""4"":142,""5"":125,""6"":134,""7"":141,""8"":138,""9"":159,""10"":160}",299
104022407,104022,4,7,"{""1"":343,""2"":458,""3"":274,""4"":289,""5"":196,""6"":312,""7"":437,""8"":456,""9"":319,""10"":403}","{""1"":3,""2"":3,""3"":2,""4"":2}","{""1"":169,""2"":154,""3"":152,""4"":142,""5"":140,""6"":134,""7"":156,""8"":138,""9"":174,""10"":160}",349
104022408,104022,4,8,"{""1"":392,""2"":523,""3"":313,""4"":330,""5"":224,""6"":356,""7"":499,""8"":521,""9"":365,""10"":460}","{""1"":3,""2"":3,""3"":3,""4"":2}","{""1"":169,""2"":169,""3"":152,""4"":157,""5"":140,""6"":149,""7"":156,""8"":153,""9"":174,""10"":175}",398
104022409,104022,4,9,"{""1"":441,""2"":589,""3"":352,""4"":371,""5"":252,""6"":401,""7"":562,""8"":586,""9"":410,""10"":518}","{""1"":3,""2"":3,""3"":3,""4"":3}","{""1"":184,""2"":184,""3"":152,""4"":157,""5"":155,""6"":164,""7"":156,""8"":153,""9"":174,""10"":190}",448
104022410,104022,4,10,"{""1"":491,""2"":654,""3"":391,""4"":412,""5"":280,""6"":445,""7"":624,""8"":651,""9"":456,""10"":575}","{""1"":4,""2"":3,""3"":3,""4"":3}","{""1"":184,""2"":184,""3"":167,""4"":172,""5"":155,""6"":164,""7"":171,""8"":168,""9"":189,""10"":190}",498
104022500,104022,5,0,"{""1"":540,""2"":719,""3"":430,""4"":453,""5"":308,""6"":490,""7"":686,""8"":716,""9"":502,""10"":633}","{""1"":4,""2"":4,""3"":3,""4"":3}","{""1"":184,""2"":184,""3"":167,""4"":172,""5"":155,""6"":179,""7"":186,""8"":183,""9"":189,""10"":190}",548
104022501,104022,5,1,"{""1"":589,""2"":785,""3"":469,""4"":495,""5"":336,""6"":534,""7"":749,""8"":781,""9"":547,""10"":690}","{""1"":4,""2"":4,""3"":4,""4"":3}","{""1"":204,""2"":184,""3"":187,""4"":172,""5"":175,""6"":179,""7"":206,""8"":183,""9"":209,""10"":190}",598
104022502,104022,5,2,"{""1"":687,""2"":916,""3"":547,""4"":577,""5"":392,""6"":623,""7"":874,""8"":911,""9"":638,""10"":805}","{""1"":4,""2"":4,""3"":4,""4"":4}","{""1"":204,""2"":204,""3"":187,""4"":192,""5"":175,""6"":199,""7"":206,""8"":203,""9"":209,""10"":210}",697
104022503,104022,5,3,"{""1"":785,""2"":1046,""3"":626,""4"":660,""5"":448,""6"":712,""7"":998,""8"":1042,""9"":730,""10"":920}","{""1"":5,""2"":4,""3"":4,""4"":4}","{""1"":224,""2"":224,""3"":187,""4"":192,""5"":195,""6"":219,""7"":206,""8"":203,""9"":209,""10"":230}",797
104022504,104022,5,4,"{""1"":883,""2"":1177,""3"":704,""4"":742,""5"":504,""6"":801,""7"":1123,""8"":1172,""9"":821,""10"":1035}","{""1"":5,""2"":5,""3"":4,""4"":4}","{""1"":224,""2"":224,""3"":207,""4"":212,""5"":195,""6"":219,""7"":226,""8"":223,""9"":229,""10"":230}",896
104022505,104022,5,5,"{""1"":981,""2"":1308,""3"":782,""4"":825,""5"":560,""6"":890,""7"":1248,""8"":1302,""9"":912,""10"":1150}","{""1"":5,""2"":5,""3"":5,""4"":4}","{""1"":224,""2"":224,""3"":207,""4"":232,""5"":215,""6"":239,""7"":226,""8"":243,""9"":249,""10"":230}",996
104022506,104022,5,6,"{""1"":1079,""2"":1439,""3"":860,""4"":907,""5"":616,""6"":979,""7"":1373,""8"":1432,""9"":1003,""10"":1265}","{""1"":5,""2"":5,""3"":5,""4"":5}","{""1"":244,""2"":244,""3"":227,""4"":232,""5"":215,""6"":239,""7"":246,""8"":243,""9"":249,""10"":250}",1095
104022507,104022,5,7,"{""1"":1177,""2"":1570,""3"":938,""4"":989,""5"":672,""6"":1068,""7"":1498,""8"":1562,""9"":1094,""10"":1380}","{""1"":6,""2"":5,""3"":5,""4"":5}","{""1"":264,""2"":244,""3"":247,""4"":232,""5"":235,""6"":239,""7"":266,""8"":243,""9"":269,""10"":250}",1195
104022508,104022,5,8,"{""1"":1275,""2"":1700,""3"":1017,""4"":1072,""5"":728,""6"":1157,""7"":1622,""8"":1693,""9"":1186,""10"":1495}","{""1"":6,""2"":6,""3"":5,""4"":5}","{""1"":264,""2"":264,""3"":247,""4"":252,""5"":235,""6"":259,""7"":266,""8"":263,""9"":269,""10"":270}",1295
104022509,104022,5,9,"{""1"":1373,""2"":1831,""3"":1095,""4"":1154,""5"":784,""6"":1246,""7"":1747,""8"":1823,""9"":1277,""10"":1610}","{""1"":6,""2"":6,""3"":6,""4"":5}","{""1"":284,""2"":284,""3"":247,""4"":252,""5"":255,""6"":279,""7"":266,""8"":263,""9"":269,""10"":290}",1394
104022510,104022,5,10,"{""1"":1472,""2"":1962,""3"":1173,""4"":1237,""5"":840,""6"":1335,""7"":1872,""8"":1953,""9"":1368,""10"":1725}","{""1"":6,""2"":6,""3"":6,""4"":6}","{""1"":284,""2"":284,""3"":267,""4"":272,""5"":255,""6"":279,""7"":286,""8"":283,""9"":289,""10"":290}",1494
104023401,104023,4,1,"{""1"":60,""2"":35,""3"":55,""4"":64,""5"":57,""6"":41,""7"":23,""8"":33,""9"":62,""10"":53}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":129,""2"":87,""3"":111,""4"":111,""5"":100,""6"":81,""7"":93,""8"":93,""9"":119,""10"":105}",48
104023402,104023,4,2,"{""1"":120,""2"":70,""3"":110,""4"":128,""5"":115,""6"":81,""7"":47,""8"":65,""9"":125,""10"":105}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":129,""2"":102,""3"":111,""4"":126,""5"":100,""6"":96,""7"":93,""8"":108,""9"":119,""10"":120}",97
104023403,104023,4,3,"{""1"":180,""2"":104,""3"":166,""4"":191,""5"":172,""6"":122,""7"":70,""8"":98,""9"":187,""10"":158}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":144,""2"":117,""3"":111,""4"":126,""5"":115,""6"":111,""7"":93,""8"":108,""9"":119,""10"":135}",145
104023404,104023,4,4,"{""1"":239,""2"":139,""3"":221,""4"":255,""5"":230,""6"":162,""7"":94,""8"":130,""9"":250,""10"":210}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":144,""2"":117,""3"":126,""4"":141,""5"":115,""6"":111,""7"":108,""8"":123,""9"":134,""10"":135}",193
104023405,104023,4,5,"{""1"":299,""2"":174,""3"":276,""4"":319,""5"":287,""6"":203,""7"":117,""8"":163,""9"":312,""10"":263}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":144,""2"":117,""3"":126,""4"":156,""5"":130,""6"":126,""7"":108,""8"":138,""9"":149,""10"":135}",241
104023406,104023,4,6,"{""1"":359,""2"":209,""3"":331,""4"":383,""5"":344,""6"":243,""7"":140,""8"":195,""9"":374,""10"":315}","{""1"":3,""2"":2,""3"":2,""4"":2}","{""1"":159,""2"":132,""3"":141,""4"":156,""5"":130,""6"":126,""7"":123,""8"":138,""9"":149,""10"":150}",289
104023407,104023,4,7,"{""1"":419,""2"":244,""3"":386,""4"":447,""5"":402,""6"":284,""7"":164,""8"":228,""9"":437,""10"":368}","{""1"":3,""2"":3,""3"":2,""4"":2}","{""1"":174,""2"":132,""3"":156,""4"":156,""5"":145,""6"":126,""7"":138,""8"":138,""9"":164,""10"":150}",338
104023408,104023,4,8,"{""1"":479,""2"":278,""3"":442,""4"":511,""5"":459,""6"":324,""7"":187,""8"":260,""9"":499,""10"":420}","{""1"":3,""2"":3,""3"":3,""4"":2}","{""1"":174,""2"":147,""3"":156,""4"":171,""5"":145,""6"":141,""7"":138,""8"":153,""9"":164,""10"":165}",386
104023409,104023,4,9,"{""1"":539,""2"":313,""3"":497,""4"":574,""5"":516,""6"":365,""7"":211,""8"":293,""9"":562,""10"":473}","{""1"":3,""2"":3,""3"":3,""4"":3}","{""1"":189,""2"":162,""3"":156,""4"":171,""5"":160,""6"":156,""7"":138,""8"":153,""9"":164,""10"":180}",434
104023410,104023,4,10,"{""1"":599,""2"":348,""3"":552,""4"":638,""5"":574,""6"":405,""7"":234,""8"":326,""9"":624,""10"":525}","{""1"":4,""2"":3,""3"":3,""4"":3}","{""1"":189,""2"":162,""3"":171,""4"":186,""5"":160,""6"":156,""7"":153,""8"":168,""9"":179,""10"":180}",483
104023500,104023,5,0,"{""1"":658,""2"":383,""3"":607,""4"":702,""5"":631,""6"":446,""7"":257,""8"":358,""9"":686,""10"":578}","{""1"":4,""2"":4,""3"":3,""4"":3}","{""1"":189,""2"":162,""3"":186,""4"":201,""5"":175,""6"":156,""7"":153,""8"":168,""9"":179,""10"":180}",531
104023501,104023,5,1,"{""1"":718,""2"":418,""3"":662,""4"":766,""5"":689,""6"":486,""7"":281,""8"":391,""9"":749,""10"":630}","{""1"":4,""2"":4,""3"":4,""4"":3}","{""1"":209,""2"":162,""3"":206,""4"":201,""5"":195,""6"":156,""7"":173,""8"":168,""9"":199,""10"":180}",579
104023502,104023,5,2,"{""1"":838,""2"":487,""3"":773,""4"":894,""5"":803,""6"":567,""7"":328,""8"":456,""9"":874,""10"":735}","{""1"":4,""2"":4,""3"":4,""4"":4}","{""1"":209,""2"":182,""3"":206,""4"":221,""5"":195,""6"":176,""7"":173,""8"":188,""9"":199,""10"":200}",676
104023503,104023,5,3,"{""1"":958,""2"":557,""3"":883,""4"":1021,""5"":918,""6"":648,""7"":374,""8"":521,""9"":998,""10"":840}","{""1"":5,""2"":4,""3"":4,""4"":4}","{""1"":229,""2"":202,""3"":206,""4"":221,""5"":215,""6"":196,""7"":173,""8"":188,""9"":199,""10"":220}",772
104023504,104023,5,4,"{""1"":1077,""2"":626,""3"":994,""4"":1149,""5"":1033,""6"":729,""7"":421,""8"":586,""9"":1123,""10"":945}","{""1"":5,""2"":5,""3"":4,""4"":4}","{""1"":229,""2"":202,""3"":226,""4"":241,""5"":215,""6"":196,""7"":193,""8"":208,""9"":219,""10"":220}",868
104023505,104023,5,5,"{""1"":1197,""2"":696,""3"":1104,""4"":1277,""5"":1148,""6"":810,""7"":468,""8"":651,""9"":1248,""10"":1050}","{""1"":5,""2"":5,""3"":5,""4"":4}","{""1"":229,""2"":202,""3"":226,""4"":261,""5"":235,""6"":216,""7"":193,""8"":228,""9"":239,""10"":220}",965
104023506,104023,5,6,"{""1"":1317,""2"":766,""3"":1214,""4"":1404,""5"":1262,""6"":891,""7"":515,""8"":716,""9"":1373,""10"":1155}","{""1"":5,""2"":5,""3"":5,""4"":5}","{""1"":249,""2"":222,""3"":246,""4"":261,""5"":235,""6"":216,""7"":213,""8"":228,""9"":239,""10"":240}",1061
104023507,104023,5,7,"{""1"":1436,""2"":835,""3"":1325,""4"":1532,""5"":1377,""6"":972,""7"":562,""8"":781,""9"":1498,""10"":1260}","{""1"":6,""2"":5,""3"":5,""4"":5}","{""1"":269,""2"":222,""3"":266,""4"":261,""5"":255,""6"":216,""7"":233,""8"":228,""9"":259,""10"":240}",1158
104023508,104023,5,8,"{""1"":1556,""2"":905,""3"":1435,""4"":1659,""5"":1492,""6"":1053,""7"":608,""8"":846,""9"":1622,""10"":1365}","{""1"":6,""2"":6,""3"":5,""4"":5}","{""1"":269,""2"":242,""3"":266,""4"":281,""5"":255,""6"":236,""7"":233,""8"":248,""9"":259,""10"":260}",1254
104023509,104023,5,9,"{""1"":1676,""2"":974,""3"":1546,""4"":1787,""5"":1607,""6"":1134,""7"":655,""8"":911,""9"":1747,""10"":1470}","{""1"":6,""2"":6,""3"":6,""4"":5}","{""1"":289,""2"":262,""3"":266,""4"":281,""5"":275,""6"":256,""7"":233,""8"":248,""9"":259,""10"":280}",1351
104023510,104023,5,10,"{""1"":1796,""2"":1044,""3"":1656,""4"":1915,""5"":1721,""6"":1215,""7"":702,""8"":977,""9"":1872,""10"":1575}","{""1"":6,""2"":6,""3"":6,""4"":6}","{""1"":289,""2"":262,""3"":286,""4"":301,""5"":275,""6"":256,""7"":253,""8"":268,""9"":279,""10"":280}",1447
104024401,104024,4,1,"{""1"":66,""2"":37,""3"":63,""4"":63,""5"":65,""6"":48,""7"":32,""8"":20,""9"":67,""10"":51}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":129,""2"":93,""3"":129,""4"":110,""5"":115,""6"":96,""7"":95,""8"":79,""9"":126,""10"":101}",51
104024402,104024,4,2,"{""1"":131,""2"":74,""3"":125,""4"":127,""5"":130,""6"":96,""7"":64,""8"":40,""9"":133,""10"":101}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":129,""2"":108,""3"":129,""4"":125,""5"":115,""6"":111,""7"":95,""8"":94,""9"":126,""10"":116}",102
104024403,104024,4,3,"{""1"":197,""2"":112,""3"":188,""4"":190,""5"":195,""6"":144,""7"":96,""8"":59,""9"":200,""10"":152}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":144,""2"":123,""3"":129,""4"":125,""5"":130,""6"":126,""7"":95,""8"":94,""9"":126,""10"":131}",153
104024404,104024,4,4,"{""1"":262,""2"":149,""3"":251,""4"":253,""5"":260,""6"":192,""7"":128,""8"":79,""9"":266,""10"":202}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":144,""2"":123,""3"":144,""4"":140,""5"":130,""6"":126,""7"":110,""8"":109,""9"":141,""10"":131}",204
104024405,104024,4,5,"{""1"":328,""2"":186,""3"":314,""4"":316,""5"":325,""6"":240,""7"":160,""8"":99,""9"":333,""10"":253}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":144,""2"":123,""3"":144,""4"":155,""5"":145,""6"":141,""7"":110,""8"":124,""9"":156,""10"":131}",255
104024406,104024,4,6,"{""1"":393,""2"":223,""3"":376,""4"":380,""5"":390,""6"":288,""7"":192,""8"":119,""9"":400,""10"":303}","{""1"":3,""2"":2,""3"":2,""4"":2}","{""1"":159,""2"":138,""3"":159,""4"":155,""5"":145,""6"":141,""7"":125,""8"":124,""9"":156,""10"":146}",306
104024407,104024,4,7,"{""1"":459,""2"":260,""3"":439,""4"":443,""5"":455,""6"":336,""7"":224,""8"":138,""9"":466,""10"":354}","{""1"":3,""2"":3,""3"":2,""4"":2}","{""1"":174,""2"":138,""3"":174,""4"":155,""5"":160,""6"":141,""7"":140,""8"":124,""9"":171,""10"":146}",357
104024408,104024,4,8,"{""1"":524,""2"":298,""3"":502,""4"":506,""5"":520,""6"":384,""7"":256,""8"":158,""9"":533,""10"":404}","{""1"":3,""2"":3,""3"":3,""4"":2}","{""1"":174,""2"":153,""3"":174,""4"":170,""5"":160,""6"":156,""7"":140,""8"":139,""9"":171,""10"":161}",409
104024409,104024,4,9,"{""1"":590,""2"":335,""3"":564,""4"":569,""5"":585,""6"":432,""7"":288,""8"":178,""9"":599,""10"":455}","{""1"":3,""2"":3,""3"":3,""4"":3}","{""1"":189,""2"":168,""3"":174,""4"":170,""5"":175,""6"":171,""7"":140,""8"":139,""9"":171,""10"":176}",460
104024410,104024,4,10,"{""1"":656,""2"":372,""3"":627,""4"":633,""5"":650,""6"":480,""7"":320,""8"":198,""9"":666,""10"":505}","{""1"":4,""2"":3,""3"":3,""4"":3}","{""1"":189,""2"":168,""3"":189,""4"":185,""5"":175,""6"":171,""7"":155,""8"":154,""9"":186,""10"":176}",511
